id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20692955,Country Hill View Loft,43141320,Nelida,Cayo,Cayo,17.15666,-89.07735,Private room,91,2,113,2024-12-04,1.31,4,327,8,
20763562,Caribbean Dream luxurious home with amazing views,96865934,Rita & Steve,Stann Creek,Stann Creek Mainland,16.82944,-88.26637,Entire home/apt,436,3,44,2024-12-22,0.52,2,300,5,
20800734,Grand Baymen - Premium 1- 1Bd/1Ba- Condo-Free WIFI,45444370,ECI Development,Belize,Belize Islands,17.91522,-87.96766,Entire home/apt,373,1,8,2023-01-23,0.09,11,363,0,
20844525,LOCATION! Private Room at The Old House Hostel,6999620,Davina,Cayo,Cayo,17.15597,-89.06995,Private room,,1,18,2024-10-31,0.27,1,0,1,
20897409,"The Villas at Cocoplum, ""Manatee"", Apartment 221",120899304,Herbert,Stann Creek,Stann Creek Mainland,16.58863,-88.35956,Entire home/apt,777,3,4,2022-12-24,0.11,14,292,0,
20899490,"The Villas at Cocoplum, ""Pelican"", Penthouse 231",120899304,Herbert,Stann Creek,Stann Creek Mainland,16.58861,-88.35959,Entire home/apt,866,3,1,2023-01-11,0.04,14,297,0,
20900443,The Cottage at the Blue Turtle,143951272,Tortuga,Belize,Belize Islands,17.73619,-88.02925,Private room,200,1,107,2024-08-04,1.24,2,276,8,
20900673,Spacious & Comfy House- Minutes to Downtown,75014132,Hannah,Cayo,Cayo,17.15736,-89.06953,Entire home/apt,226,1,89,2024-07-28,1.04,1,315,25,
21017484,Unique Beach Front 4 Bedroom Bungalow with POOL,151350251,Rene,Stann Creek,Stann Creek Mainland,16.53963,-88.35835,Entire home/apt,2421,3,12,2020-02-14,0.14,1,61,0,
21023529,Amazing Beachfront Villa with Pool in Maya Beach,10998068,Herbert,Stann Creek,Stann Creek Mainland,16.61243,-88.35311,Entire home/apt,906,3,51,2024-12-01,0.59,10,242,7,
21041577,"The Villas at Cocoplum, Toucan Play, Apartment 412",120899304,Herbert,Stann Creek,Stann Creek Mainland,16.58869,-88.35968,Entire home/apt,918,3,9,2024-01-13,0.11,14,323,1,
21092122,Triple-Room at Mana Kai,145194031,Francisco Javier,Cayo,Cayo,17.16147,-89.06894,Private room,111,1,42,2024-03-23,0.49,5,80,3,
21095389,Seaside Casa with Private Pool and Palapa,105638793,Katie Joan,Belize,Belize Islands,17.875454,-88.01865338992671,Entire home/apt,383,3,43,2024-12-18,0.50,1,289,8,
21110382,3 Bedroom Beach Front Apartment (Upper Flat),41092862,Wild,Stann Creek,Stann Creek Mainland,16.54609,-88.35736,Hotel room,706,2,17,2024-07-11,0.21,2,317,6,
21111074,Divine Experience,148435625,Derek,Belize,Belize Mainland,17.52344,-88.41141,Private room,,1,0,,,1,0,0,
21123654,Green Valley Inn Unique cabin for couple (+1 kid),72943280,Marcela,Cayo,Cayo,17.21722,-88.93123,Hotel room,198,2,5,2024-01-24,0.06,9,340,1,
21140990,Unit 1 (1  Full Bed)  Gold Standard Certified,152523257,Laurene,Stann Creek,Stann Creek Mainland,16.85562,-88.28037,Private room,141,2,45,2024-10-26,0.54,5,286,7,
21141954,Unit 3 (2 Full Beds Suite) Gold Standard Certified,152523257,Laurene,Stann Creek,Stann Creek Mainland,16.85693,-88.28123,Private room,212,2,35,2024-12-23,0.42,5,285,8,
21142200,Unit 4 (1 Queen Bed)  Gold Standard Certified,152523257,Laurene,Stann Creek,Stann Creek Mainland,16.85669,-88.28072,Private room,172,2,15,2024-05-03,0.18,5,296,4,
21142469,Bungalow 1 (1 Queen Bed)  Gold Standard Certified,152523257,Laurene,Stann Creek,Stann Creek Mainland,16.85693,-88.2808,Entire home/apt,272,2,19,2024-07-04,0.26,5,276,2,
21142607,Bungalow 2 (1 Queen Bed)  Gold Standard Certified,152523257,Laurene,Stann Creek,Stann Creek Mainland,16.85685,-88.28149,Entire home/apt,272,1,26,2024-08-18,0.32,5,276,4,
21173693,Tropical Getaway,124068752,Michael,Stann Creek,Stann Creek Mainland,17.01729,-88.49083,Entire home/apt,181,4,5,2024-08-19,0.11,1,280,2,
21176872,Sky Line @DB Tower,152891603,David,Belize,Belize Mainland,17.51152,-88.22094,Entire home/apt,202,1,59,2024-11-03,0.67,26,42,2,
21178118,Sea Shell @DB Tower,152891603,David,Belize,Belize Mainland,17.51019,-88.22221,Entire home/apt,192,1,35,2024-04-22,0.41,26,52,2,
21185141,Studio @ DB Tower,152891603,David,Belize,Belize Mainland,17.50979,-88.22076,Entire home/apt,161,1,53,2023-02-16,0.61,26,38,0,
21199538,Sea View @DB Tower,152891603,David,Belize,Belize Mainland,17.50849,-88.22271,Entire home/apt,202,1,26,2024-03-22,0.30,26,81,1,
21202343,1BR | Pool | Balcony | Roof Deck | Gated Entrance,76414486,Vacasa Belize,Belize,Belize Islands,17.73718,-88.02911,Private room,113,1,63,2024-12-08,0.74,215,359,6,
21202518,Budget-Friendly 1BR Mayan Falls 2nd-Floor,76414486,Vacasa Belize,Belize,Belize Islands,17.73549,-88.02916,Private room,119,1,31,2024-03-24,0.36,215,358,1,
21242323,Cozy 1BR Mayan Falls 2nd-Floor | Balcony | Pool,76414486,Vacasa Belize,Belize,Belize Islands,17.736159,-88.029501,Private room,,1,19,2024-03-25,0.22,215,354,1,
21243166,"Spacious Studio, 5 min. from Xunantunich!",128592928,Judy,Cayo,Cayo,17.06452,-89.14235,Entire home/apt,,1,13,2021-12-04,0.15,4,362,0,
21250501,"COOL OASIS in BELMOPAN. Quiet, great neighborhood!",42726993,Mark,Cayo,Cayo,17.25547,-88.76859,Entire home/apt,222,4,29,2024-08-04,0.39,1,171,8,
21294910,Las Amapolas 1B - by the sea upper unit,151270790,Nellie,Belize,Belize Islands,17.982897,-87.924187,Entire home/apt,262,3,121,2024-12-25,1.40,35,273,25,
21304423,2BR Mayan Falls 3rd-Floor | Balcony | Pool,76414486,Vacasa Belize,Belize,Belize Islands,17.73555,-88.02871,Entire home/apt,79,1,94,2024-11-02,1.09,215,345,15,
21304898,Caye Caulker Guest house 2,46973413,Adrienne,Belize,Belize Islands,17.73911,-88.02566,Entire home/apt,148,2,124,2024-12-11,1.44,9,323,8,
21309155,Placencia Villas: Angelfish,58097670,Lacey,Stann Creek,Stann Creek Mainland,16.51332,-88.36649,Hotel room,351,1,0,,,11,305,0,
21325806,"Stunning Beachfront Villa, Private and Shared Pool",65390255,Sunrise,Belize,Belize Islands,17.965939,-87.930586,Entire home/apt,1753,1,5,2023-12-30,0.06,30,244,1,
21326369,Stunning Beachfront Villa. Pool. Gourmet Kitchen.,65390255,Sunrise,Belize,Belize Islands,17.96557,-87.93126,Entire home/apt,1632,1,4,2024-08-03,0.05,30,193,1,
21334313,Grand Baymen - Dolphin 2- 1bd/1ba Condo - FreeWIFI,45444370,ECI Development,Belize,Belize Islands,17.91232,-87.97231,Entire home/apt,343,1,9,2023-01-06,0.15,11,362,0,
21344447,Grand Baymen Resort-Captain 1 - 1/1 Condo-FreeWIFI,45444370,ECI Development,Belize,Belize Islands,17.91378,-87.97167,Entire home/apt,343,1,9,2022-07-04,0.11,11,365,0,
21344458,Grand Baymen Resort-Captain 2 - 1/1 Condo-FreeWIFI,45444370,ECI Development,Belize,Belize Islands,17.9139,-87.97229,Entire home/apt,353,1,10,2023-02-11,0.14,11,365,0,
21344524,Grand Baymen - Dolphin 1 - 1Bd/1Ba- Condo-FreeWIFI,45444370,ECI Development,Belize,Belize Islands,17.91271,-87.97209,Entire home/apt,343,1,14,2023-01-20,0.20,11,346,0,
21347118,"Jungle Villa Top Suite Only,  Barton Creek Cave",119583818,Mike,Cayo,Cayo,17.14417,-88.9342,Entire home/apt,101,1,40,2024-04-25,0.47,2,330,1,
21380666,Belizean Beach Front Condo - Tres Cocos Resort 104,85339670,Tres Cocos Resort,Belize,Belize Islands,17.934537887573242,-87.95304107666016,Entire home/apt,518,3,5,2024-08-26,0.08,22,277,2,
21406508,Belizean Garden View Condo - Tres Cocos Resort 606,85339670,Tres Cocos Resort,Belize,Belize Islands,17.934537887573242,-87.95304107666016,Entire home/apt,424,3,4,2024-12-04,0.13,22,287,3,
21420876,1BR Tropical | Enclosed Yard | Partial AC,76414486,Vacasa Belize,Belize,Belize Islands,17.7379,-88.03041,Entire home/apt,194,2,25,2024-11-22,0.31,215,365,8,
21421898,Orchid Bay Casitas Northern Belize's Finest Beach!,89385464,Tradewinds,Corozal,Corozal,18.32944,-88.32838,Entire home/apt,353,2,29,2024-02-20,0.35,3,344,4,
21422480,Orchid Bay Resort Seafront Condos Gold Standard,89385464,Tradewinds,Corozal,Corozal,18.32982,-88.3267,Entire home/apt,454,2,4,2024-03-26,0.05,3,364,1,
21435448,Villa & Pool in Mountain Pine Ridge. Gold Standard,9887199,Catherine,Cayo,Cayo,17.045752243069455,-88.98385048784576,Entire home/apt,545,1,28,2024-10-16,0.33,4,321,7,
21488702,Belizean Beach Penthouse - Tres Cocos Resort 107,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Entire home/apt,662,3,5,2022-12-27,0.06,22,296,0,
21501525,Belizean Beach Front Condo - Tres Cocos Resort 203,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Entire home/apt,599,3,19,2024-11-30,0.23,22,276,5,
21524142,Private Luxury Rooftop Villa 7,37610562,Virginia,Cayo,Cayo,17.14675,-89.04959,Entire home/apt,333,3,35,2024-12-02,0.44,6,303,4,
21682648,House & Pool in Mountain Pine Ridge. Gold Standard,9887199,Catherine,Cayo,Cayo,17.045787003502454,-88.98395660448537,Entire home/apt,605,2,62,2024-11-15,0.72,4,308,11,
21693610,Dorm Bed in San Ignacio,145194031,Francisco Javier,Cayo,Cayo,17.16059,-89.06859,Shared room,34,3,47,2024-11-16,0.55,5,90,4,
21697009,Caye Caulker Panorama Apartment North(Sea-View),157953531,Sal,Belize,Belize Islands,17.748,-88.02406,Entire home/apt,192,2,232,2024-12-17,2.86,2,292,45,
21709268,"Beachfront guest suite w/ private bath. ""Seashell""",102699419,Tricia A,Stann Creek,Stann Creek Mainland,16.85282,-88.27887,Private room,109,2,138,2024-12-13,1.64,6,106,18,
21727554,"Seaside Villas 5, 3rd Flr, Beach and Pool",604999,Bobbi,Belize,Belize Islands,17.741891860961914,-88.02399444580078,Entire home/apt,765,2,41,2024-05-11,0.50,19,287,3,
21735654,Caye Caulker Panorama Apartments South(Sea-View),157953531,Sal,Belize,Belize Islands,17.74817,-88.02387,Entire home/apt,183,2,265,2024-12-26,3.06,2,288,41,
21754451,"Dream Cabanas 5, Caye Caulker",148807437,Claudia & Milly,Belize,Belize Islands,17.74093,-88.02669,Hotel room,180,1,140,2024-12-13,1.65,7,287,12,
21798167,Deluxe Apartment Oceanview-Unit 4A,158852921,Isla Bonita,Belize,Belize Islands,17.912577075583965,-87.96825647354126,Entire home/apt,515,3,1,2024-04-23,0.12,21,300,1,
21798169,Oceanfront Queen Apartment- Unit 1B,158852921,Isla Bonita,Belize,Belize Islands,17.91246477900962,-87.96806335449219,Entire home/apt,504,3,1,2024-04-03,0.11,21,319,1,
21798171,One Bedroom Oceanview- Unit 9A,158852921,Isla Bonita,Belize,Belize Islands,17.91279656413751,-87.96812236309052,Entire home/apt,,3,1,2024-03-13,0.10,21,0,1,
21798172,One Bedroom Oceanview-Unit 3A,158852921,Isla Bonita,Belize,Belize Islands,17.91253086041958,-87.96821594238281,Entire home/apt,454,3,0,,,21,313,0,
21798174,Deluxe Apartment Garden View-Unit 6B,158852921,Isla Bonita,Belize,Belize Islands,17.91264,-87.96841,Entire home/apt,454,3,1,2024-02-27,0.10,21,291,1,
21798176,Oceanfront Queen Apartment- Unit 21B,158852921,Isla Bonita,Belize,Belize Islands,17.91264,-87.96841,Entire home/apt,504,3,5,2024-03-17,0.14,21,287,2,
21798179,One Bedroom Oceanview-Unit 9B,158852921,Isla Bonita,Belize,Belize Islands,17.913836438504493,-87.96713614465925,Entire home/apt,515,3,0,,,21,304,0,
21798234,Deluxe Apartment Oceanview- Unit 4B,158852921,Isla Bonita,Belize,Belize Islands,17.91264,-87.96841,Entire home/apt,515,3,2,2024-05-30,0.10,21,294,1,
21798236,One Bedroom Ocean View -Unit 10B,158852921,Isla Bonita,Belize,Belize Islands,17.912842503567628,-87.96814918518056,Entire home/apt,454,3,1,2024-01-11,0.08,21,316,1,
21829385,"Dream Cabanas 6, Caye Caulker",148807437,Claudia & Milly,Belize,Belize Islands,17.74093,-88.02669,Hotel room,180,1,84,2024-12-17,1.00,7,284,8,
21883988,Wild Orchid Beach studio,41092862,Wild,Stann Creek,Stann Creek Mainland,16.54739,-88.35836,Hotel room,,2,38,2023-12-17,0.44,2,247,0,
21895167,Oceanview Studio Two queen beds -Unit 16A,158852921,Isla Bonita,Belize,Belize Islands,17.91304667866952,-87.9681921005249,Entire home/apt,444,3,0,,,21,304,0,
21895290,Oceanview Studio One Bed- Unit 16B,158852921,Isla Bonita,Belize,Belize Islands,17.91274,-87.96817,Entire home/apt,444,3,0,,,21,287,0,
21906353,One Bedroom Oceanview-Unit 20A,158852921,Isla Bonita,Belize,Belize Islands,17.912866118122622,-87.96780049800863,Entire home/apt,454,3,0,,,21,282,0,
21923854,Home away from home,159869701,Patricia,Cayo,Cayo,17.16538,-89.05627,Entire home/apt,,1,0,,,2,0,0,
21964090,B&B Green Valley Inn 2 Queen bed / 2 bath with AC,72943280,Marcela,Cayo,Cayo,17.2175,-88.93101,Hotel room,212,2,15,2024-12-17,0.18,9,270,4,
21977800,Mahogany Villas,160460981,Wayne (Mahogany),Toledo,Toledo Mainland,16.13035,-88.83401,Private room,,1,1,2018-05-22,0.01,1,0,0,
21992830,Casa Gala,102636225,Roberto,Cayo,Cayo,16.98853,-89.04706,Private room,,2,57,2024-01-24,0.67,1,0,3,
22077346,Coral Cove Villa -1 Bed/1 Bath (1st floor),27842054,Belize Tropical Dream Villas,Belize,Belize Islands,17.9128,-87.96898,Entire home/apt,272,1,45,2024-07-20,0.58,6,293,6,
22099018,"Casa de Bonita, perfect location, beautiful view",146517735,Paradise,Belize,Belize Islands,17.97474,-87.92668,Entire home/apt,1675,3,14,2023-01-22,0.17,11,91,0,
22100487,2BR Oceanview Mara Laguna 3rd-Floor | Balcony,76414486,Vacasa Belize,Belize,Belize Islands,17.9347,-87.95676,Entire home/apt,351,3,25,2024-08-07,0.30,215,365,4,
22136102,Well-Located 2BR Oceanfront Mara Laguna 3rd-Floor,76414486,Vacasa Belize,Belize,Belize Islands,17.93379,-87.95447,Entire home/apt,383,3,33,2024-12-09,0.42,215,365,8,
22202707,Captain’s Suite (3-A) 2 bedroom - Gold Standard,49014327,Hummingbird Island,Belize,Belize Islands,17.909482955932617,-87.97273254394531,Entire home/apt,433,3,100,2024-12-07,1.18,5,298,23,
22228007,"The Crimson Orchid Inn, Bridal Suite.",6279826,Stephen,Corozal,Corozal,18.33239,-88.31917,Private room,427,2,0,,,9,355,0,
22228305,Beverly Lemoine,162423896,Beverly,Belize,Belize Mainland,17.58836,-88.35361,Entire home/apt,,7,0,,,1,0,0,
22228462,"The Crimson Orchid Inn, Room 2",6279826,Stephen,Corozal,Corozal,18.29529,-88.35695,Private room,287,2,0,,,9,346,0,
22228605,"The Crimson Orchid Inn, Room 7",6279826,Stephen,Corozal,Corozal,18.29491,-88.35577,Private room,287,2,0,,,9,354,0,
22228701,"The Crimson Orchid Inn, Room 4",6279826,Stephen,Corozal,Corozal,18.29521,-88.35584,Private room,287,2,0,,,9,362,0,
22228787,"The Crimson Orchid Inn, Room 3",6279826,Stephen,Corozal,Corozal,18.33124,-88.323,Private room,287,2,0,,,9,349,0,
22228788,"The Crimson Orchid Inn, Room 5",6279826,Stephen,Corozal,Corozal,18.29539,-88.35697,Private room,287,2,0,,,9,351,0,
22228832,"The Crimson Orchid Inn, Room 6",6279826,Stephen,Corozal,Corozal,18.29548,-88.35632,Private room,287,2,0,,,9,354,0,
22237540,"The Crimson Orchid Inn, Room 8",6279826,Stephen,Corozal,Corozal,18.29339,-88.35583,Private room,287,2,0,,,9,355,0,
22237945,"The Crimson Orchid Inn, Room 9",6279826,Stephen,Corozal,Corozal,18.29333,-88.35692,Private room,287,2,0,,,9,361,0,
22241239,Aly’s Valley Cabin,162518993,Lucilla,Stann Creek,Stann Creek Mainland,17.00064,-88.44736,Private room,172,1,26,2024-07-16,0.31,1,325,1,
22250930,An adventure awaits your family,128592928,Judy,Cayo,Cayo,17.06485,-89.14309,Entire home/apt,,1,6,2019-10-16,0.07,4,364,0,
22260075,Placencia Villas: Dolphin Studio,58097670,Lacey,Stann Creek,Stann Creek Mainland,16.51565,-88.36718,Hotel room,270,1,3,2024-11-11,0.04,11,307,1,
22352103,Casa del Rai.. Perfect Location with Roof top Pool,38766913,Aileen,Belize,Belize Islands,17.9274,-87.95819,Entire home/apt,600,3,84,2024-12-23,1.04,4,250,21,
22388435,Two double-bed with fully kitchen at Easy Inn,129637312,Orin,Belize,Belize Mainland,17.50783,-88.20552,Hotel room,222,1,3,2023-01-23,0.04,7,365,0,
22389138,#14 Gran Mestizo Riverside Cabin 1 queen bed,18105807,Orlando,Orange Walk,Orange Walk,18.0709,-88.55475,Entire home/apt,117,1,121,2024-10-29,1.42,3,233,20,
22401012,Family Cottage,817242,Michael,Cayo,Cayo,17.16473,-89.06843,Entire home/apt,414,1,16,2024-02-23,0.19,7,263,2,
22445823,Tradewinds Paradise Villas Oceanfront 23A,61657131,Tradewinds,Belize,Belize Islands,17.92318,-87.9604,Private room,451,5,11,2024-01-15,0.15,6,174,1,
22462460,Sail away on a vintage pirate sailboat!,57457406,Marianna,Stann Creek,Stann Creek Mainland,16.85456,-88.28094,Entire home/apt,807,2,91,2024-10-14,1.07,1,254,3,
22467359,Ocean Front King Apartment - Unit 12A,158852921,Isla Bonita,Belize,Belize Islands,17.91264,-87.96841,Entire home/apt,575,3,1,2022-12-11,0.04,21,270,0,
22481207,Placencia Villas: Turtle,58097670,Lacey,Stann Creek,Stann Creek Mainland,16.51389,-88.36587,Hotel room,400,1,9,2024-03-27,0.27,11,303,2,
22484974,Weezie's White Cottage Lower Unit,6334784,Tom,Belize,Belize Islands,17.73778,-88.02878,Entire home/apt,473,1,6,2024-09-20,0.07,12,214,3,
22492953,"Cabaña Grande Terrace at Hotel Del Rio, Beachfront",98494358,James Edgar,Belize,Belize Islands,17.92558,-87.95974,Private room,470,1,17,2024-07-17,0.20,2,326,2,
22495920,Ocean Front King Apartment  - Unit 11A,158852921,Isla Bonita,Belize,Belize Islands,17.91262301507114,-87.96797752380371,Entire home/apt,575,3,0,,,21,288,0,
22495951,2 Bedroom Ocean Front- Unit 12B,158852921,Isla Bonita,Belize,Belize Islands,17.91184,-87.96868,Entire home/apt,928,3,4,2024-07-21,0.12,21,304,2,
22496969,Sunset Bay Guesthouse - Twilight,120815636,Diveana,Corozal,Corozal,18.35456,-88.14775,Private room,71,1,21,2024-08-23,0.26,3,305,2,
22506622,Experience off-grid living at a Bio reserve,115825277,Stephen,Cayo,Cayo,17.17321,-89.12362,Private room,91,2,4,2024-07-27,0.06,6,104,1,
22529823,Oasis Home,89590968,Vanessa,Cayo,Cayo,17.1513,-89.07201,Entire home/apt,,2,58,2024-12-24,0.68,1,357,10,
22530533,Sunset Bay Guesthouse - Dusk,120815636,Diveana,Corozal,Corozal,18.35436,-88.14675,Private room,71,1,5,2023-03-14,0.13,3,305,0,
22532143,Parrot Nest Jungle Cabin (Gold Standard),22923135,Parrot Nest,Cayo,Cayo,17.17512,-89.10884,Private room,159,2,35,2024-11-05,0.42,8,339,15,
22571350,Savannah Sand Dollar,165901341,Simeon,Stann Creek,Stann Creek Mainland,16.84835,-88.27929,Entire home/apt,337,3,21,2024-12-02,0.26,1,310,5,
22583780,VIVA 203 in the heart of San Pedro,32530511,Dominic,Belize,Belize Islands,17.92073,-87.96177,Entire home/apt,373,2,27,2024-12-15,0.42,5,352,11,
22584380,VIVA 202 in the heart of San Pedro,32530511,Dominic,Belize,Belize Islands,17.91999,-87.9618,Entire home/apt,353,2,68,2024-12-26,0.81,5,338,1,
22585239,Beachfront villa IN Placencia village with chef,79521004,Isabelle,Stann Creek,Stann Creek Mainland,16.52408515208611,-88.36846458153433,Entire home/apt,4030,3,58,2024-12-26,0.79,5,232,21,
22616378,Sugha City Mariposa Rental,166385933,Flora Lorena,Orange Walk,Orange Walk,18.0682,-88.56732,Entire home/apt,182,3,51,2024-12-02,0.62,1,144,15,
22617462,"Modern, Spacious, king and Queen Suite Down Town.",179478722,Melly,Cayo,Cayo,17.1623,-89.07143,Entire home/apt,246,1,154,2024-12-14,1.85,1,237,33,
22625521,One-bed room at Easy Inn Hotel Belize City#1,129637312,Orin,Belize,Belize Mainland,17.50777,-88.20544,Private room,172,1,13,2023-03-26,0.15,7,358,0,
22645819,1BR Oceanfront Placencia Peninsula | Balcony,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.5583,-88.36203,Entire home/apt,297,2,48,2024-12-17,0.61,215,353,18,
22683491,"Jasmine-shower bath, ac, fridge, wifi, bikes, pool",733857,Jacqueline Ann,Stann Creek,Stann Creek Mainland,16.53202,-88.36199,Hotel room,153,2,54,2024-04-30,0.66,5,157,6,
22718315,Parrot Nest Sun Rapids Cabin (Gold Standard),22923135,Parrot Nest,Cayo,Cayo,17.17364,-89.10877,Hotel room,136,2,40,2024-12-02,0.48,8,333,16,
22728868,Parrot Nest Family Cabin (Gold Standard),22923135,Parrot Nest,Cayo,Cayo,17.17364,-89.10877,Private room,159,2,30,2024-06-23,0.36,8,322,13,
22749927,One-bed room at Easy Inn Hotel Belize City#2,129637312,Orin,Belize,Belize Mainland,17.5083,-88.20622,Hotel room,172,1,24,2023-07-24,0.28,7,358,0,
22750118,Two-bed room at Easy Inn Hotel Belize City#2,129637312,Orin,Belize,Belize Mainland,17.50833,-88.20407,Hotel room,198,1,10,2023-04-16,0.12,7,357,0,
22769905,Weezie's White Cottage Upper Unit,6334784,Tom,Belize,Belize Islands,17.7377,-88.02882,Entire home/apt,484,1,9,2024-01-23,0.13,12,199,1,
22789163,Overwater Cabana w/ glass floors & private pool.,81705728,Rick,Belize,Belize Islands,17.93514,-87.95833,Entire home/apt,676,1,25,2024-06-04,0.31,4,283,1,
22811951,"Dream Cabanas 4, Caye Caulker",148807437,Claudia & Milly,Belize,Belize Islands,17.74093,-88.02669,Hotel room,,1,164,2024-12-15,1.94,7,285,26,
22812848,Tradewinds Paradise Villas Poolside - 21B,61657131,Tradewinds,Belize,Belize Islands,17.91892,-87.96309,Private room,463,4,12,2024-04-06,0.14,6,193,2,
22813112,"Dream Cabanas 3, Caye Caulker",148807437,Claudia & Milly,Belize,Belize Islands,17.74093,-88.02669,Hotel room,,1,73,2024-12-01,0.87,7,286,11,
22850776,KhalKob's Estate: Master Suite (GOLD STANDARD),93564386,Rodney,Stann Creek,Stann Creek Mainland,16.51976,-88.36826,Hotel room,1078,3,23,2023-03-11,0.28,8,340,0,
22851175,KhalKob's Estate: 1 (GOLD STANDARD CERTIFIED),93564386,Rodney,Stann Creek,Stann Creek Mainland,16.5185,-88.36785,Hotel room,192,1,43,2024-11-16,0.52,8,310,1,
22851290,KhalKob's Estate: Penthouse (GOLD STANDARD),93564386,Rodney,Stann Creek,Stann Creek Mainland,16.52248,-88.37,Entire home/apt,373,3,4,2021-05-30,0.05,8,303,0,
22877403,Good vibes only!,147496695,Jessica,Cayo,Cayo,17.15263,-89.0692,Private room,,1,0,,,1,0,0,
22889492,Babylon Beach Villa 2,9631757,Pista,Belize,Belize Islands,17.91745,-87.96426,Entire home/apt,1281,3,111,2024-11-23,1.32,7,158,22,
22921058,Macaw Bank Jungle Lodge,169614786,Leticia,Cayo,Cayo,17.09324,-89.06755,Entire home/apt,,2,4,2019-01-20,0.05,1,0,0,
22954440,STUNNING VIEW!! The White House-Oceanfront 3B4Ba,722631,Christine,Belize,Belize Islands,17.88222,-87.9953,Entire home/apt,,4,8,2020-02-29,0.11,1,0,0,
22956421,"The Villas at Cocoplum, Casa deLala, Apartment 421",120899304,Herbert,Stann Creek,Stann Creek Mainland,16.58871,-88.35971,Entire home/apt,918,3,10,2024-03-24,0.12,14,343,2,
22957664,"Beach side cottage with kitchenette, ""delrio"", RCG",12050173,Jianjun,Belize,Belize Islands,17.89928,-87.97752,Private room,,3,4,2020-02-24,0.05,8,358,0,
22980826,Waterfront Paradise at Sunset Pointe,47374701,Helen,Stann Creek,Stann Creek Mainland,16.51039,-88.37209,Entire home/apt,555,3,0,,,1,283,0,
22991864,"Near Macal river, walk dis. to town, 'cabana'- MB",12050173,Jianjun,Cayo,Cayo,17.1715,-89.07438,Private room,,2,6,2020-02-14,0.08,8,362,0,
23024042,Therapy - Cabin 3 at St. George's Caye,161021579,Lynn & Althea,Belize,Belize Islands,17.55106,-88.08009,Entire home/apt,632,3,52,2024-10-14,0.64,3,347,8,
23050024,Adorable room with great Wifi and huge shower!,3726010,Diana,Belize,Belize Islands,17.910724639892578,-87.97432708740234,Private room,,1,73,2024-12-08,0.87,8,356,12,
